"","dcirnum","q1a","q1b","q1c","q1d","q1e","q1f","q1g","q2a","q2b","q2c","q2d","q3zp","q4popserv","q5state","q6ftemp","q7fcap","q8mfi5yrs","q9wdp","q10wmfp","q11nims","q12cpg","q13srwp","q14a","q14b","q14c","q14d","q14e","q14f","q14g","q14h","q14i","q14j","q14k","q14l","q15a","q15b","q15c","q15d","q15e","q15f","q15g","q16a","q16b","q16c","q16d","q17a","q17b","q17c","q17d","q17e","q17f","q17g","q17h","q17i","q17j","q17k","q17l","q17m","q17n","q18a","q18b","q19a","q19b","q20drills","q21sroster","q22wmfi","q23wcbrne","q24amfi","q25acbrne","q26preeventp","q27wprep","q28jprep","q29a","q29b","q29c","q29d","q29e","q29f","q29g","q29h","q29i","q29j","q29k","q30fema","q31ua","q32js"
"146",146,1,1,1,0,0,0,0,1,0,0,0,"75019",4,48,2,1,0,1,1,99,99,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,10,6,8,8,2,3,3,0,1,0,1,1,1,1,0,0,0,0,6,1,1
"147",147,1,0,0,0,0,0,0,0,1,0,0,"86336",2,4,3,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,2,2,0,0,0,0,11,99,11,99,1,1,99,0,1,1,0,0,1,0,0,0,0,0,9,0,1
"148",148,1,1,0,0,0,0,0,0,1,0,0,"76645",1,48,4,1,0,0,0,88,88,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,10,8,10,8,1,2,3,0,1,0,1,1,1,0,0,0,0,0,6,0,0
"149",149,1,0,1,0,0,0,0,0,1,0,0,"29926",2,45,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,2,1,1,0,0,9,6,10,6,1,2,4,0,0,1,0,1,1,0,0,0,0,0,4,0,1
"150",150,1,0,0,0,0,0,0,0,1,0,0,"53094",2,55,2,1,0,1,0,88,88,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,11,7,9,6,6,3,3,1,1,1,1,1,1,1,0,0,0,0,5,0,1
"151",151,1,0,0,0,0,0,0,0,1,0,0,"56378",1,26,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,1,0,0,0,11,6,8,6,1,1,3,0,0,1,0,0,1,0,0,0,0,0,5,0,0
"152",152,1,0,0,0,0,0,0,0,1,0,0,"18045",3,42,2,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,11,1,11,11,1,1,2,1,1,1,0,1,1,1,0,0,0,0,3,1,1
"153",153,1,0,0,0,0,0,0,0,1,0,0,"37887",1,47,2,1,0,0,0,88,88,88,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,2,2,1,0,0,0,11,99,11,99,99,3,99,1,1,0,0,0,0,0,0,0,0,0,4,0,0
"154",154,0,1,0,0,0,0,0,1,0,0,0,"02186",99,24,88,99,0,0,1,88,88,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,99,9,99,9,99,88,88,3,0,0,0,0,0,0,0,0,1,0,0,1,99,99
"155",155,1,0,0,0,0,0,0,0,1,0,0,"73130",3,40,3,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,10,6,9,6,2,1,5,0,0,1,0,0,1,1,0,0,0,0,6,1,1
"156",156,1,0,0,0,0,0,0,0,1,0,0,"62269",2,16,2,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,9,7,6,99,99,4,4,0,1,0,0,1,1,1,0,0,0,0,5,0,1
"157",157,1,0,1,0,0,1,0,0,1,0,0,"56283",1,26,2,1,0,1,1,99,99,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,88,11,9,11,9,99,4,4,1,0,0,1,0,1,1,0,0,0,0,5,0,0
"158",158,1,0,0,0,0,0,0,0,1,0,0,"46755",1,17,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,11,99,11,99,99,5,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0
"159",159,1,0,0,0,0,0,0,0,1,0,0,"61088",1,16,1,1,0,0,0,88,88,88,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,2,2,1,0,0,0,11,11,11,11,1,2,99,0,0,1,0,1,0,0,0,0,0,0,5,0,0
"160",160,1,0,1,0,0,0,0,0,1,0,0,"61833",4,16,1,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,99,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,11,11,11,11,11,4,2,1,1,1,1,1,1,1,0,0,0,0,5,1,1
"161",161,1,0,0,0,0,0,0,0,1,0,0,"50401",3,18,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,11,9,11,9,11,4,4,0,1,0,1,1,1,1,0,0,0,0,7,1,1
"162",162,1,0,0,0,0,0,0,0,1,0,0,"14830",1,35,1,1,0,0,0,88,88,88,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,11,4,11,4,1,2,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0
"163",163,1,0,0,0,0,0,0,0,1,0,0,"65360",1,28,1,1,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,2,2,1,0,0,0,8,1,11,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,7,0,0
"164",164,1,0,0,0,0,0,0,0,1,0,0,"68048",1,30,1,1,0,1,1,99,99,99,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,11,11,11,11,1,3,3,1,0,1,0,0,1,1,0,0,0,0,7,0,0
"165",165,1,0,0,0,0,0,0,0,1,0,0,"49068",1,25,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,0,1,11,11,11,11,11,3,99,0,1,0,1,0,1,0,1,0,0,0,5,0,0
"166",166,1,0,0,0,0,0,0,0,1,0,0,"54016",2,55,3,1,0,0,0,88,88,88,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,11,8,10,99,99,2,2,0,1,1,0,1,1,1,0,0,0,0,5,0,1
"167",167,1,0,0,0,0,0,0,0,1,0,0,"14103",1,35,1,1,0,0,0,99,99,99,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,2,1,0,0,0,6,1,6,1,1,1,99,1,1,1,0,1,1,1,0,0,0,0,2,0,0
"168",168,1,0,0,0,0,0,0,0,1,0,0,"21231",5,23,1,1,0,1,0,88,88,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,99,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,11,11,6,6,6,4,4,0,0,0,0,0,0,0,0,1,0,0,3,1,1
"169",169,1,0,0,0,0,0,0,0,1,0,0,"43614",4,39,2,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,6,6,6,6,1,99,1,1,1,0,1,1,0,0,0,0,0,5,1,1
"170",170,1,0,0,0,0,0,0,0,1,0,0,"21701",3,23,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,6,6,6,6,9,4,4,0,1,1,1,1,1,1,1,0,0,0,3,1,1
"171",171,1,0,0,0,0,0,0,0,1,0,0,"83420",1,15,1,1,0,0,0,88,88,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,88,88,88,88,88,88,88,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"172",172,1,0,0,0,0,0,0,0,1,0,0,"41097",1,20,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,2,2,1,1,0,1,11,11,8,8,8,4,2,1,0,1,0,1,0,1,0,0,0,0,4,0,0
"173",173,1,0,0,0,0,0,0,0,1,0,0,"67010",1,19,1,1,0,0,0,88,88,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,2,2,1,0,0,0,11,11,11,11,6,2,99,0,1,0,0,1,1,0,0,0,0,0,7,0,0
"174",174,1,0,0,0,0,0,0,0,1,0,0,"50130",1,18,1,1,0,1,1,99,99,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,99,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,11,11,11,11,11,3,4,1,1,0,0,1,0,1,0,0,0,0,7,0,0
"175",175,1,0,1,0,0,0,0,0,1,0,0,"36526",3,1,1,1,0,0,0,88,88,88,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,6,1,6,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,4,1,1
"176",176,1,1,1,0,0,0,0,0,1,0,0,"38372",1,47,4,3,0,1,0,88,88,88,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,11,11,11,11,1,3,2,0,1,1,0,0,1,0,1,0,0,0,4,0,0
"177",177,1,0,0,0,0,0,0,0,1,0,0,"12828",88,35,3,1,0,0,0,88,88,88,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,2,1,0,0,0,8,6,6,6,1,3,3,1,1,1,1,1,1,1,0,0,0,0,2,88,88
"178",178,1,0,0,0,0,0,0,0,1,0,0,"17963",1,42,2,1,0,0,0,88,88,88,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,11,1,6,1,1,3,4,0,0,1,0,0,0,0,0,0,0,99,3,0,0
"179",179,1,0,0,0,0,0,0,0,1,0,0,"31750",1,12,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,2,1,0,0,0,11,11,11,11,1,1,2,1,1,1,1,1,1,1,0,0,0,0,4,0,0
"180",180,1,0,0,0,0,0,0,0,1,0,0,"76504",3,48,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,2,2,1,0,0,0,8,2,8,3,1,1,99,0,1,1,0,1,1,0,0,0,0,0,6,1,1
"181",181,1,0,0,0,0,0,0,0,1,0,0,"11518",1,35,1,1,0,0,0,88,88,88,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,2,2,1,0,0,0,11,11,11,11,11,2,2,1,1,1,0,1,0,1,0,0,0,0,2,0,0
"182",182,1,0,0,0,0,0,0,0,1,0,0,"49707",2,25,2,1,0,0,0,88,88,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,8,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,5,0,1
"183",183,1,0,0,0,0,0,0,0,1,0,0,"47932",1,17,1,1,0,0,0,88,88,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,2,2,1,1,1,0,11,11,11,11,10,3,3,0,1,1,0,0,0,0,0,1,0,0,5,0,0
"184",184,1,0,0,0,0,0,0,0,1,0,0,"01604",4,24,2,1,0,1,0,99,99,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,8,6,8,6,3,3,2,0,1,0,1,0,0,0,0,0,0,0,1,1,1
"185",185,1,0,0,0,0,0,0,0,1,0,0,"46996",1,17,1,1,0,1,0,99,99,99,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,2,1,0,0,0,6,4,11,4,99,3,3,0,1,0,0,1,0,0,0,0,0,0,5,0,0
"186",186,1,0,0,0,0,0,0,0,1,0,0,"07866",1,33,1,1,0,0,0,88,88,88,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,2,1,0,0,1,11,99,11,99,11,2,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"187",187,1,0,0,0,0,0,0,0,1,0,0,"56726",1,26,1,1,0,0,0,88,88,88,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,1,0,1,0,11,99,99,99,99,1,99,0,1,1,0,0,1,0,0,0,0,0,5,0,0
"188",188,1,0,1,0,0,0,0,0,1,0,0,"61802",3,16,2,1,0,1,0,88,88,88,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,11,6,11,6,4,3,5,0,1,1,0,0,0,0,0,0,0,0,5,1,1
"189",189,1,0,1,0,0,0,0,0,1,0,0,"53934",1,55,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,11,4,10,4,7,3,2,0,0,1,1,0,0,0,0,0,0,0,5,0,0
"190",190,1,0,1,0,0,0,0,0,1,0,0,"45415",4,39,2,2,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,2,2,1,1,0,0,11,6,6,6,1,2,3,1,1,1,0,1,1,1,0,0,0,0,5,1,1
"191",191,1,1,1,0,0,0,0,1,0,0,0,"85705",5,4,5,1,0,0,0,88,88,88,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,5,2,3,2,1,2,4,1,1,1,1,0,1,1,0,0,0,0,9,1,1
"192",192,1,0,0,0,0,0,0,0,1,0,0,"64060",1,28,1,1,0,0,0,88,88,88,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,2,2,1,0,0,0,11,1,11,1,1,1,99,0,0,0,0,1,0,1,0,0,0,0,7,0,0
"193",193,1,0,1,0,0,0,0,0,1,0,0,"24540",3,51,4,1,0,99,0,99,99,99,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,2,99,1,0,0,0,6,4,6,4,4,2,3,1,1,1,0,1,1,1,0,0,0,0,3,1,1
"194",194,88,88,88,88,88,88,88,0,1,0,0,"04039",1,22,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,999,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,11,11,11,11,11,99,99,0,0,0,0,1,0,1,1,0,0,0,1,0,0
"195",195,1,0,0,0,0,0,0,0,1,0,0,"02038",3,24,1,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,2,2,1,0,0,0,11,11,6,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"196",196,1,1,1,0,0,0,99,0,1,0,0,"35058",99,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,99,1,1,1,99,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,7,7,10,7,7,4,4,1,0,0,0,1,1,0,0,0,0,0,4,99,99
"197",197,1,0,0,0,0,0,0,0,1,0,0,"43844",1,39,2,1,0,1,99,99,99,99,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,11,99,11,99,99,2,99,0,1,0,0,0,0,1,0,0,0,0,5,0,0
"198",198,1,0,0,0,0,0,0,0,1,0,0,"56361",1,26,1,1,0,0,0,88,88,88,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,2,1,0,0,0,11,11,11,11,11,2,4,0,0,1,0,0,0,1,0,0,0,0,5,0,0
"199",199,1,0,0,0,0,0,0,0,1,0,0,"68410",1,30,1,1,0,0,0,88,88,88,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,2,2,1,0,0,0,5,3,7,2,1,2,3,0,1,1,1,1,1,0,0,0,0,0,7,0,0
"200",200,1,0,0,0,0,0,0,0,1,0,0,"48044",4,25,1,1,0,99,99,99,99,99,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,2,2,1,1,0,0,6,6,6,6,6,2,3,0,1,1,0,0,1,1,0,0,0,0,5,1,1
"201",201,1,0,0,0,0,0,0,0,1,0,0,"60450",2,16,3,1,0,0,0,88,88,88,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,6,10,6,1,1,3,1,1,1,0,0,1,1,0,0,0,0,5,0,1
"202",202,1,0,0,0,0,0,0,0,1,0,0,"48126",3,25,1,1,0,1,1,99,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,2,2,1,0,0,0,7,2,8,2,1,2,3,1,0,1,0,1,1,0,0,0,0,0,5,1,1
"203",203,1,0,0,0,0,0,0,0,1,0,0,"48647",1,25,1,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,2,2,1,0,0,1,11,4,99,99,99,2,4,1,1,1,0,1,1,0,0,0,0,0,5,0,0
"204",204,1,1,1,0,0,0,0,0,1,0,0,"88",2,45,88,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,5,2,11,2,3,2,5,0,1,1,0,0,1,0,0,0,0,0,4,0,1
"205",205,1,0,0,0,0,0,0,0,1,0,0,"06824",3,8,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,0,0,0,11,4,11,4,1,3,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"206",206,1,0,0,0,0,0,0,0,1,0,0,"77833",2,48,2,1,0,0,0,88,88,88,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,2,2,1,0,0,0,11,99,11,99,11,3,3,1,1,1,0,1,1,0,0,0,0,0,6,0,1
"207",207,1,0,0,0,0,0,0,0,1,0,0,"43138",1,39,3,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,9,9,6,6,9,5,2,1,1,1,1,1,1,0,0,0,0,0,5,0,0
"208",208,1,0,0,0,0,0,0,0,1,0,0,"54935",3,55,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,11,3,10,2,1,2,2,0,1,1,0,1,0,0,0,0,0,0,5,1,1
"209",209,1,0,0,0,0,0,0,0,1,0,0,"23970",2,51,2,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,8,8,8,8,1,1,2,0,1,1,0,1,1,1,0,0,0,0,3,0,1
"210",210,1,0,0,0,0,0,0,0,1,0,0,"04530",3,22,2,1,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,2,1,1,0,0,6,6,6,6,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1
"211",211,1,0,0,0,0,0,0,0,1,0,0,"24066",3,51,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,11,11,11,11,11,3,2,1,1,1,1,1,1,1,0,0,0,0,3,1,1
"212",212,1,0,0,0,0,0,0,0,1,0,0,"48210",5,25,1,2,0,0,0,88,88,99,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2,2,1,1,1,0,11,11,11,11,99,3,2,1,1,1,1,1,1,1,0,0,0,0,5,1,1
"213",213,1,0,1,0,0,0,0,0,1,0,0,"99507",5,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,11,11,6,6,11,1,1,0,0,1,1,1,0,0,0,0,0,0,10,1,1
"214",214,1,0,0,0,0,0,0,0,1,0,0,"20012",5,10,4,1,1,0,0,88,88,88,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,8,6,9,9,2,3,4,0,0,0,0,0,0,1,0,0,0,0,3,1,1
"215",215,1,0,0,0,0,0,0,0,1,0,0,"44281",1,39,1,1,0,1,0,0,88,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,11,8,11,8,9,4,4,0,1,1,0,1,0,0,0,0,0,0,5,0,0
"216",216,1,0,1,0,0,0,0,0,1,0,0,"24592",2,51,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,99,7,5,6,6,99,4,3,1,0,0,1,0,0,0,0,0,0,0,3,0,1
"217",217,1,0,0,0,0,0,0,0,1,0,0,"15321",1,42,1,1,0,0,0,99,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,6,11,6,6,3,3,0,0,1,0,0,1,0,0,0,0,0,3,0,0
"218",218,1,0,1,0,0,0,0,0,1,0,0,"05001",3,50,2,1,0,0,0,88,88,88,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,1,0,0,0,11,11,9,9,1,3,4,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"219",219,1,0,0,0,0,0,0,0,1,0,0,"16323",2,42,1,2,0,1,0,88,88,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,99,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,11,11,11,11,11,4,4,1,1,1,0,1,1,0,0,0,0,0,3,0,1
